State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,25-02-2026,640,640,640
Haryana,Rewari,Kosli APMC,Cauliflower,Other,FAQ,25-02-2026,1800,2000,1900
Haryana,Rewari,Kosli APMC,Carrot,Other,FAQ,25-02-2026,1000,1000,1000
Haryana,Rewari,Kosli APMC,Potato,Other,FAQ,25-02-2026,1000,1000,1000
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Brinjal,Brinjal,Local,25-02-2026,700,900,800
Odisha,Sonepur,Birmaharajpur APMC,Tomato,Local,Local,25-02-2026,1400,1600,1500
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Cauliflower,Cauliflower,Local,25-02-2026,450,600,500
Uttar Pradesh,Hathras,Shadabad APMC,Onion,Onion,Small,25-02-2026,900,1000,950
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Potato,Potato,Medium,25-02-2026,700,900,800
Punjab,Moga,Moga APMC,Tomato,Other,Local,25-02-2026,1300,1700,1500
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Tomato,Hybrid,Local,25-02-2026,1400,1600,1500
Kerala,Ernakulam,Angamaly APMC,Little gourd(Kundru),Other,FAQ,25-02-2026,3200,5000,4000
Tripura,North Tripura,Dasda APMC,Cabbage,Cabbage,FAQ,25-02-2026,1500,1600,1550
Kerala,Alappuzha,Harippad APMC,Brinjal,Brinjal,FAQ,25-02-2026,4500,5000,4500
Haryana,Panchkula,Barwala APMC,Carrot,Carrot,FAQ,25-02-2026,1000,1000,1000
Kerala,Kottayam,Athirampuzha APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,8500,8700,8600
Uttar Pradesh,Sant Kabir Nagar,Khalilabad APMC,Potato,Potato,Grade B,25-02-2026,1200,1200,1200
Tripura,North Tripura,Dasda APMC,Rice,Other,FAQ,25-02-2026,3200,3400,3300
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Bhindi(Ladies Finger),Bhindi,Local,25-02-2026,1500,1500,1500
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Capsicum,Capsicum,FAQ,25-02-2026,2500,3500,3200
Uttar Pradesh,Sambhal,Sambhal APMC,Apple,Apple,Grade A,25-02-2026,8500,9500,9000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Tomato,Tomato,FAQ,25-02-2026,1800,2000,1900
Uttar Pradesh,Sambhal,Sambhal APMC,Tomato,Deshi,FAQ,25-02-2026,2000,2600,2250
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Green Chilli,Green Chilly,Local,25-02-2026,3000,3000,3000
Gujarat,Navsari,Bilimora APMC,Tomato,Other,FAQ,25-02-2026,1000,1750,1300
Kerala,Alappuzha,Cherthala APMC,Cowpea(Veg),Cowpea (Veg),FAQ,25-02-2026,3500,3700,3600
Himachal Pradesh,Mandi,PMY Kangni Mandi,Peas Wet,Peas Wet,Grade B,25-02-2026,1500,3500,2500
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Cluster beans,Cluster Beans,FAQ,25-02-2026,2500,2500,2500
Haryana,Gurgaon,Gurgaon APMC,Tomato,Other,Grade B,25-02-2026,800,1200,1000
Kerala,Malappuram,Kottakkal APMC,Green Chilli,Other,Local,25-02-2026,5000,5000,5000
Kerala,Malappuram,Kottakkal APMC,Lemon,Other,Local,25-02-2026,10000,10000,10000
Kerala,Palakad,Pattambi APMC,Little gourd(Kundru),Other,FAQ,25-02-2026,4000,4500,4200
Kerala,Malappuram,Kottakkal APMC,Pumpkin,Other,Local,25-02-2026,1600,1600,1600
Kerala,Pathanamthitta,Naranganam  VFPCK APMC,Banana,Poovan,Grade A,25-02-2026,3000,5200,4500
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Strawberry,Strawberry,Grade B,25-02-2026,11300,11700,11500
Tripura,South Tripura,Biokhora,Cauliflower,African Sarson,FAQ,25-02-2026,3500,3600,3550
Kerala,Thirssur,Chavakkad APMC,Ashgourd,Ashgourd,FAQ,25-02-2026,1600,2400,2400
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Potato,Potato,Local,25-02-2026,1200,1200,1200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Pineapple,Pine Apple,Grade B,25-02-2026,6800,7200,7000
Rajasthan,Nagaur,Nagaur APMC,Cummin Seed(Jeera),Other,Local,25-02-2026,18000,21200,21000
Tripura,Gomati,Nutanbazar APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,1850,2000,1950
Kerala,Alappuzha,Chengannur APMC,Lemon,Lemon,FAQ,25-02-2026,11000,11800,11500
Tripura,South Tripura,Biokhora,Cabbage,Cabbage,FAQ,25-02-2026,1300,1400,1350
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Kinnow,Kinnow,Local,25-02-2026,4500,4900,4700
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Tender Coconut,Tender Coconut,Grade B,25-02-2026,4300,4700,4500
Himachal Pradesh,Chamba,PMY Chamba,French Beans(Frasbean),Other,Medium,25-02-2026,6000,6500,6250
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Carrot,Carrot,Local,25-02-2026,900,1300,1100
Kerala,Malappuram,Kottakkal APMC,Mousambi(Sweet Lime),Mosambi-Organic,Local,25-02-2026,4000,4000,4000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,2700,2700,2700
Gujarat,Amreli,Damnagar APMC,Ginger(Green),Green Ginger,Local,25-02-2026,6500,6500,6500
Gujarat,Amreli,Damnagar APMC,Guar,Gwar,Local,25-02-2026,5500,5500,5500
Kerala,Malappuram,Kottakkal APMC,Orange,Other,Local,25-02-2026,8000,8000,8000
Punjab,Mohali,Dera Bassi APMC,Potato,Potato,Local,25-02-2026,1200,1200,1200
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Onion,Other,FAQ,25-02-2026,400,1000,800
Himachal Pradesh,Mandi,PMY Kangni Mandi,Potato,Potato,Grade B,25-02-2026,500,700,600
Kerala,Malappuram,Kottakkal APMC,Chikoos(Sapota),Other,Local,25-02-2026,3500,3500,3500
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Turnip,Turnip,Local,25-02-2026,2000,2400,2200
Kerala,Malappuram,Kottakkal APMC,Mango,Other,Local,25-02-2026,7500,7500,7500
Gujarat,Vadodara(Baroda),Padra APMC,Drumstick,Other,FAQ,25-02-2026,4000,5500,4750
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Spinach,Spinach,Local,25-02-2026,1300,1700,1500
Madhya Pradesh,Indore,Gautampura APMC,Wheat,Mill Quality,Non-FAQ,25-02-2026,2300,2300,2300
Madhya Pradesh,Jhabua,Jhabua APMC,Cotton,Without Ginned Cotton,FAQ,25-02-2026,7000,7100,7100
Kerala,Thirssur,Chavakkad APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,3800,4800,4800
Assam,Nagaon,Doomdumia APMC,Carrot,Carrot,FAQ,25-02-2026,1300,1550,1400
Uttar Pradesh,Mirzapur,Ahirora APMC,Paddy(Common),Common,Non-FAQ,25-02-2026,2370,2370,2370
West Bengal,Hooghly,Sheoraphuly APMC,Onion,Nasik,FAQ,25-02-2026,1600,2000,1800
Kerala,Ernakulam,Perumbavoor APMC,Field Pea,Field Pea,Medium,25-02-2026,3400,4100,3800
Kerala,Alappuzha,Cherthala APMC,Little gourd(Kundru),Other,FAQ,25-02-2026,3500,3700,3600
West Bengal,Hooghly,Sheoraphuly APMC,Brinjal,Round/Long,FAQ,25-02-2026,3400,3800,3600
Kerala,Ernakulam,Perumbavoor APMC,Bottle gourd,Bottle Gourd,Medium,25-02-2026,2200,2800,2500
Gujarat,Amreli,Damnagar APMC,Brinjal,Other,Local,25-02-2026,4200,4200,4200
Kerala,Ernakulam,Angamaly APMC,Potato,Potato,FAQ,25-02-2026,2800,4000,3500
Kerala,Ernakulam,Perumbavoor APMC,Amaranthus,Amaranthus,Medium,25-02-2026,2500,3400,3000
Kerala,Ernakulam,Perumbavoor APMC,Banana - Green,Banana - Green,Medium,25-02-2026,3200,4000,3600
Kerala,Ernakulam,Perumbavoor APMC,Colacasia,Other,Medium,25-02-2026,4000,4800,4400
Punjab,Mohali,Lalru APMC,Potato,Other,Local,25-02-2026,500,500,500
Himachal Pradesh,Kangra,SMY Palampur,Papaya,Papaya,Medium,25-02-2026,4500,5000,4800
Kerala,Kozhikode(Calicut),Palayam APMC,Brinjal,Other,Local,25-02-2026,1200,1200,1200
Kerala,Kozhikode(Calicut),Palayam APMC,Cowpea(Veg),Other,Local,25-02-2026,2500,2500,2500
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Brinjal,Brinjal,FAQ,25-02-2026,2000,2400,2200
Kerala,Ernakulam,North Paravur APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Medium,25-02-2026,5500,6500,6000
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Rice,Common,FAQ,25-02-2026,3500,3700,3600
Kerala,Ernakulam,Perumbavoor APMC,Snakeguard,Snakeguard,Medium,25-02-2026,3000,3800,3400
Uttarakhand,Dehradoon,Vikasnagar APMC,Brinjal,Other,Medium,25-02-2026,1500,1800,1800
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Betal Leaves,Other,FAQ,25-02-2026,21000,62000,42000
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Cabbage,Cabbage,FAQ,25-02-2026,800,1200,1000
Uttarakhand,Dehradoon,Vikasnagar APMC,Field Pea,Field Pea,Medium,25-02-2026,2500,3000,3000
West Bengal,Medinipur(E),Kolaghat APMC,Rice,Common,FAQ,25-02-2026,3500,3700,3600
Himachal Pradesh,Kangra,SMY Palampur,Carrot,Carrot,FAQ,25-02-2026,1800,2000,1900
West Bengal,Medinipur(E),Kolaghat APMC,Tube Rose(Loose),Tube Rose (Loose),FAQ,25-02-2026,9500,10500,10000
Uttar Pradesh,Shamli,Khandhla APMC,Papaya,Papaya,Medium,25-02-2026,2300,2400,2350
Uttarakhand,Dehradoon,Vikasnagar APMC,Carrot,Carrot,Medium,25-02-2026,1000,1500,1500
West Bengal,Medinipur(E),Kolaghat APMC,Potato,Jyoti,FAQ,25-02-2026,850,950,900
Haryana,Kurukshetra,Pehowa APMC,Onion,Other,Medium,25-02-2026,1200,1600,1400
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Tomato,Deshi,FAQ,25-02-2026,1000,1400,1200
Punjab,Ludhiana,Khanna APMC,Cucumbar(Kheera),Cucumbar,Grade A,25-02-2026,1500,1500,1500
Himachal Pradesh,Kangra,SMY Palampur,Cauliflower,Cauliflower,FAQ,25-02-2026,1000,1200,1100
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Sweet Pumpkin,Sweet Pumpkin,FAQ,25-02-2026,2000,2400,2200
Uttarakhand,Dehradoon,Vikasnagar APMC,Tomato,Other,Medium,25-02-2026,2000,2000,2000
Kerala,Kozhikode(Calicut),Palayam APMC,Coconut Seed,Other,FAQ,25-02-2026,5000,5000,5000
Punjab,Ludhiana,Khanna APMC,Orange,Orange,Grade A,25-02-2026,6000,6000,6000
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Tomato,Deshi,FAQ,25-02-2026,400,700,600
Kerala,Kozhikode(Calicut),Mukkom APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,1400,1600,1500
Punjab,Ludhiana,Khanna APMC,Brinjal,Round/Long,Grade A,25-02-2026,700,700,700
Himachal Pradesh,Kangra,SMY Palampur,Mousambi(Sweet Lime),Mousambi,Medium,25-02-2026,4500,5000,4800
Kerala,Kozhikode(Calicut),Mukkom APMC,Carrot,Carrot,FAQ,25-02-2026,4400,4600,4500
Himachal Pradesh,Kangra,SMY Jaisinghpur,French Beans(Frasbean),French Beans (Frasbean),FAQ,25-02-2026,6200,6800,6500
West Bengal,Darjeeling,Siliguri APMC,Banana,Banana - Ripe,Grade A,25-02-2026,2000,2200,2100
Punjab,Ludhiana,Khanna APMC,Garlic,Other,Grade Range-1,25-02-2026,7000,7000,7000
Himachal Pradesh,Kangra,SMY Palampur,Cabbage,Cabbage,FAQ,25-02-2026,1000,1100,1050
Gujarat,Vadodara(Baroda),Padra APMC,Ginger(Green),Other,FAQ,25-02-2026,4000,5000,4500
Himachal Pradesh,Kangra,SMY Palampur,Onion,Onion,FAQ,25-02-2026,2000,2200,2100
Himachal Pradesh,Kangra,SMY Palampur,Pumpkin,Pumpkin,FAQ,25-02-2026,3000,4000,3500
Kerala,Kozhikode(Calicut),Mukkom APMC,Ashgourd,Other,FAQ,25-02-2026,1500,1700,1600
Himachal Pradesh,Kangra,SMY Palampur,Peas Wet,Peas Wet,FAQ,25-02-2026,2500,3000,2800
Punjab,Ludhiana,Sahnewal APMC,Potato,Potato,FAQ,25-02-2026,600,600,600
Himachal Pradesh,Kangra,SMY Palampur,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,3000,4000,3500
Himachal Pradesh,Kangra,SMY Palampur,French Beans(Frasbean),Other,FAQ,25-02-2026,6000,6500,6200
Kerala,Kozhikode(Calicut),Mukkom APMC,Beetroot,Beetroot,FAQ,25-02-2026,2400,2600,2500
Himachal Pradesh,Kangra,SMY Palampur,Mashrooms,Mashrooms,FAQ,25-02-2026,15000,16000,15500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Lemon,Lemon,FAQ,25-02-2026,11500,12500,12000
Kerala,Kozhikode(Calicut),Quilandy APMC,Drumstick,Other,FAQ,25-02-2026,13500,13600,13600
Kerala,Kozhikode(Calicut),Palayam APMC,Tomato,Other,Local,25-02-2026,1071,1142,1071
Kerala,Kozhikode(Calicut),Mukkom APMC,Drumstick,Drumstick,FAQ,25-02-2026,15800,16200,16000
Punjab,Ludhiana,Khanna APMC,Raddish,Raddish,Grade A,25-02-2026,700,700,700
Punjab,Hoshiarpur,Garh Shankar APMC,Banana,Other,Medium,25-02-2026,2700,2700,2700
Haryana,Rewari,Rewari APMC,Onion,Medium,Medium,25-02-2026,1200,1800,1500
Punjab,Fazilka,Jalalabad APMC,Water Melon,Water Melon,Medium,25-02-2026,3000,3000,3000
Kerala,Kottayam,Kottayam APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,25-02-2026,9600,11600,10600
West Bengal,Darjeeling,Siliguri APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,8000,8500,8200
Punjab,Ludhiana,Khanna APMC,Turnip,Other,Grade A,25-02-2026,700,700,700
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Carrot,Carrot,Medium,25-02-2026,900,900,900
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Cucumbar(Kheera),Other,Medium,25-02-2026,4000,4000,4000
Kerala,Ernakulam,Angamaly APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,4000,5000,4500
Kerala,Kozhikode(Calicut),Mukkom APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,8400,9000,8600
Kerala,Ernakulam,Amalapuram  VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,3300,3500,3400
Kerala,Kozhikode(Calicut),Mukkom APMC,Snakeguard,Snakeguard,FAQ,25-02-2026,2400,2600,2500
Punjab,Ludhiana,Khanna APMC,Carrot,Carrot,Grade A,25-02-2026,800,800,800
Uttar Pradesh,Aligarh,Khair APMC,Bottle gourd,Bottle Gourd,Grade B,25-02-2026,1800,1800,1800
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,5000,5400,5200
Himachal Pradesh,Kullu,SMY Bhuntar,Turnip,Other,FAQ,25-02-2026,1000,1200,1100
Himachal Pradesh,Kullu,SMY Bhuntar,Cucumbar(Kheera),Other,FAQ,25-02-2026,3000,4000,3500
Himachal Pradesh,Kullu,SMY Bhuntar,Lemon,Other,FAQ,25-02-2026,10000,12000,11000
Punjab,Ropar (Rupnagar),Chamkaur Sahib APMC,Garlic,Other,Local,25-02-2026,6000,6000,6000
Uttar Pradesh,Aligarh,Khair APMC,Tomato,Deshi,Grade B,25-02-2026,1200,1200,1200
Punjab,Fazilka,Jalalabad APMC,Guava,Guava,Medium,25-02-2026,5000,5000,5000
Himachal Pradesh,Kullu,SMY Bhuntar,Banana,Banana - Ripe,Medium,25-02-2026,3300,3600,3500
Kerala,Kollam,Anchal APMC,Onion,Big,Local,25-02-2026,2600,2600,2600
Punjab,Fazilka,Jalalabad APMC,Cabbage,Other,Medium,25-02-2026,400,450,400
Himachal Pradesh,Kullu,SMY Bhuntar,Squash(Chappal Kadoo),Other,FAQ,25-02-2026,1500,2000,1800
Punjab,Fazilka,Jalalabad APMC,Lemon,Lemon,Medium,25-02-2026,3500,3500,3500
West Bengal,Darjeeling,Darjeeling APMC,Ginger(Green),Other,FAQ,25-02-2026,7600,7800,7700
Punjab,Fazilka,Jalalabad APMC,Onion Green,Onion Green,Medium,25-02-2026,1500,1500,1500
Himachal Pradesh,Kullu,SMY Bhuntar,Methi(Leaves),Other,FAQ,25-02-2026,1000,1500,1300
Assam,Nagaon,Haibargaon APMC,Beetroot,Beetroot,FAQ,25-02-2026,1600,1900,1700
Punjab,Jalandhar,Mehatpur APMC,Tomato,Tomato,Small,25-02-2026,2500,2500,2500
Himachal Pradesh,Kangra,SMY Baijnath,Banana,Banana - Ripe,Grade A,25-02-2026,3500,3600,3600
Himachal Pradesh,Kangra,SMY Baijnath,Guava,Guava,Grade B,25-02-2026,7000,7500,7300
Telangana,Bhadradri Kothagudem,Nuguru Charla APMC,Maize,Local,FAQ,25-02-2026,2200,2400,2300
Telangana,Mahbubnagar,Sathupally APMC,Paddy(Common),Common,Non-FAQ,25-02-2026,2200,2369,2300
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Grapes,Other,Grade A,25-02-2026,6000,8000,7000
Punjab,Hoshiarpur,Garh Shankar APMC,Tomato,Tomato,FAQ,25-02-2026,1800,1800,1800
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Papaya,Papaya,Grade A,25-02-2026,3000,4000,3500
Kerala,Kollam,Anchal APMC,Banana,Robusta,Medium,25-02-2026,3700,3700,3700
Uttar Pradesh,Balrampur,Panchpedwa APMC,Rice,III,FAQ,25-02-2026,2600,2800,2700
Punjab,Hoshiarpur,Garh Shankar APMC,Onion,Onion,FAQ,25-02-2026,1500,1500,1500
Kerala,Kollam,Anchal APMC,Pumpkin,Pumpkin,Medium,25-02-2026,2700,2700,2700
Kerala,Kollam,Anchal APMC,Banana,Poovan,Medium,25-02-2026,7300,7300,7300
Assam,Nagaon,Haibargaon APMC,Brinjal,Brinjal,FAQ,25-02-2026,1800,2000,1900
Kerala,Kollam,Anchal APMC,Banana,Nendra Bale,Medium,25-02-2026,6300,6300,6300
Himachal Pradesh,Kangra,SMY Baijnath,Cucumbar(Kheera),Cucumbar,Grade B,25-02-2026,4000,4500,4300
West Bengal,Darjeeling,Karsiyang(Matigara) APMC,French Beans(Frasbean),Other,FAQ,25-02-2026,5900,6100,6000
Punjab,Ludhiana,Doraha APMC,Onion,Medium,Local,25-02-2026,1600,2000,1800
Kerala,Kollam,Anchal APMC,Banana,Red Banana,Medium,25-02-2026,6500,6500,6500
Haryana,Hissar,Hansi APMC,Chikoos(Sapota),Other,Grade B,25-02-2026,3000,4000,3500
Himachal Pradesh,Kangra,SMY Baijnath,Onion,Onion,Grade B,25-02-2026,2000,2200,2100
Kerala,Kottayam,Kottayam APMC,Beetroot,Beetroot,FAQ,25-02-2026,3600,4200,4000
Assam,Nagaon,Haibargaon APMC,Tomato,Tomato,FAQ,25-02-2026,2500,2720,2600
Himachal Pradesh,Kangra,SMY Baijnath,Raddish,Raddish,Grade B,25-02-2026,1500,1600,1600
Himachal Pradesh,Shimla,SMY Rohroo,Cabbage,Other,Grade A,25-02-2026,1300,1500,1400
Gujarat,Rajkot,Dhoraji APMC,Soyabean,Yellow,Non-FAQ,25-02-2026,4700,4980,4880
Uttarakhand,Dehradoon,Chakrata APMC,Field Pea,Field Pea,FAQ,25-02-2026,1000,1500,1200
Uttar Pradesh,Sant Kabir Nagar,Khalilabad APMC,Bottle gourd,Bottle Gourd,Grade B,25-02-2026,1450,1450,1450
Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Brinjal,Round/Long,Local,25-02-2026,500,1000,1000
Kerala,Kottayam,Kaithepalam VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,3400,3600,3500
Himachal Pradesh,Kangra,SMY Baijnath,Tomato,Hybrid,Grade B,25-02-2026,2400,2600,2500
Punjab,Hoshiarpur,Garh Shankar APMC,Carrot,Carrot,FAQ,25-02-2026,1500,1500,1500
Uttar Pradesh,Shamli,Khandhla APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,2200,2300,2250
Rajasthan,Ganganagar,Suratgarh APMC,Cotton,American,FAQ,25-02-2026,7455,7625,7540
Kerala,Wayanad,Pulpally APMC,Black pepper,Ungrabled,Local,25-02-2026,70100,70300,70200
Kerala,Wayanad,Pulpally APMC,Cowpea(Veg),Other,Local,25-02-2026,2200,2400,2300
Assam,Nagaon,Ambagan APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,1600,1850,1700
Odisha,Dhenkanal,Dhenkanal APMC,Bitter gourd,Other,Grade B,25-02-2026,3000,3000,3000
Haryana,Karnal,Tarori APMC,Tomato,Deshi,Grade A,25-02-2026,2000,3000,2500
Kerala,Kollam,Chathanoor APMC,Brinjal,Other,FAQ,25-02-2026,4300,4700,4500
Kerala,Kollam,Chathanoor APMC,Drumstick,Other,FAQ,25-02-2026,9800,10200,10000
Kerala,Kollam,Chathanoor APMC,Ginger(Green),Other,FAQ,25-02-2026,11800,12200,12000
Himachal Pradesh,Mandi,SMY Jogindernagar,Capsicum,Other,Grade B,25-02-2026,5000,5500,5250
Haryana,Hissar,Barwala(Hisar) APMC,Potato,Potato,Local,25-02-2026,500,700,600
Haryana,Hissar,Hansi APMC,Capsicum,Other,FAQ,25-02-2026,3000,4000,3500
Kerala,Palakad,Pattambi APMC,Ashgourd,Ashgourd,FAQ,25-02-2026,1000,1200,1100
Kerala,Thirssur,Varandarappilly  VFPCK APMC,Banana,Poovan,Grade A,25-02-2026,3000,4000,3700
Uttar Pradesh,Maharajganj,Anandnagar APMC,Gur(Jaggery),Other,FAQ,25-02-2026,4100,4300,4200
Jammu and Kashmir,Udhampur,Udhampur APMC,Papaya,Papaya,Grade B,25-02-2026,5000,5000,5000
Assam,Nagaon,Ambagan APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,900,1100,1000
Kerala,Kottayam,Kottayam APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,2600,3000,2800
Haryana,Hissar,Hansi APMC,Carrot,Other,FAQ,25-02-2026,700,800,750
Uttar Pradesh,Aligarh,Charra APMC,Cabbage,Cabbage,FAQ,25-02-2026,1700,1800,1750
Kerala,Kollam,Chathanoor APMC,Banana,Palayamthodan,Medium,25-02-2026,3800,4200,4000
Haryana,Hissar,Hansi APMC,Cucumbar(Kheera),Other,FAQ,25-02-2026,2000,2000,2000
Jammu and Kashmir,Udhampur,Udhampur APMC,Onion,Other,Grade B,25-02-2026,2100,2100,2100
Himachal Pradesh,Mandi,SMY Jogindernagar,Cucumbar(Kheera),Other,Grade B,25-02-2026,3000,3800,3400
Uttar Pradesh,Aligarh,Charra APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,1300,1400,1350
Kerala,Kollam,Chathanoor APMC,Banana,Robusta,Medium,25-02-2026,3800,4200,4000
Uttar Pradesh,Badaun,Bisoli APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),Local,25-02-2026,7000,7000,7000
Haryana,Hissar,Hansi APMC,Tinda,Other,FAQ,25-02-2026,1000,1200,1100
Haryana,Sonipat,Gohana APMC,Carrot,Other,Medium,25-02-2026,800,1000,900
Himachal Pradesh,Mandi,SMY Jogindernagar,Peas Wet,Other,Grade B,25-02-2026,2500,3500,3000
Haryana,Yamuna Nagar,Chhachrauli APMC,Raddish,Raddish,Medium,25-02-2026,600,600,600
Kerala,Kottayam,Athirampuzha APMC,Cabbage,Cabbage,FAQ,25-02-2026,2400,2600,2500
Odisha,Boudh,Boudh APMC,Cauliflower,Other,Local,25-02-2026,2000,2500,2200
Haryana,Sonipat,Gohana APMC,Raddish,Other,Medium,25-02-2026,800,1000,900
Gujarat,Chhota Udaipur,Hadad     APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,25-02-2026,7785,8060,7900
Punjab,Ropar (Rupnagar),Morinda APMC,Apple,Apple,Medium,25-02-2026,9000,10000,9500
Haryana,Sonipat,Ganaur APMC,Lemon,Lemon,Medium,25-02-2026,6500,7000,6800
Haryana,Sonipat,Gohana APMC,Cucumbar(Kheera),Other,Medium,25-02-2026,2000,3000,2500
Kerala,Thirssur,Pananchery VFPCK APMC,Banana,Robusta,Grade A,25-02-2026,1700,3500,3000
Odisha,Boudh,Boudh APMC,Brinjal,Other,Local,25-02-2026,1500,2500,2000
Himachal Pradesh,Kangra,SMY Dharamshala,Apple,Apple,Medium,25-02-2026,12000,15000,13500
Uttar Pradesh,Prayagraj,Prayagraj APMC,Brinjal,Brinjal,FAQ,25-02-2026,1520,1600,1550
Gujarat,Amreli,Bagasara APMC,Wheat,Lokwan Gujrat,Local,25-02-2026,2150,2600,2375
Punjab,Ropar (Rupnagar),Morinda APMC,Kinnow,Kinnow,Medium,25-02-2026,2500,3500,3000
Odisha,Sundergarh,Bonai APMC,Bhindi(Ladies Finger),Other,FAQ,25-02-2026,3000,3380,3150
Haryana,Sonipat,Ganaur APMC,Spinach,Spinach,Medium,25-02-2026,800,1000,800
Haryana,Sonipat,Ganaur APMC,Coriander(Leaves),Coriander,Medium,25-02-2026,1000,1200,1000
Tripura,Gomati,Nutanbazar APMC,Sweet Potato,Sweet Potato,FAQ,25-02-2026,2850,3000,2950
Haryana,Faridabad,Ballabhgarh APMC,Cabbage,Other,FAQ,25-02-2026,500,1000,800
Punjab,Ropar (Rupnagar),Morinda APMC,Guava,Guava,Local,25-02-2026,2500,2500,2500
Punjab,Ropar (Rupnagar),Morinda APMC,Grapes,Green,Medium,25-02-2026,5000,6000,5500
Punjab,Ropar (Rupnagar),Morinda APMC,Papaya,Papaya,Medium,25-02-2026,4000,4000,4000
Himachal Pradesh,Hamirpur,PMY Hamirpur,Spinach,Spinach,Grade B,25-02-2026,1600,2000,1800
Haryana,Sonipat,Ganaur APMC,Bottle gourd,Bottle Gourd,Medium,25-02-2026,1000,1200,1000
Nagaland,Kohima,Kohima APMC,Squash(Chappal Kadoo),Other,Local,25-02-2026,2500,2500,2500
Gujarat,Amreli,Bagasara APMC,Arhar(Tur/Red Gram)(Whole),777 New Ind,Local,25-02-2026,5950,6750,6350
Kerala,Kannur,Payyannur APMC,Arecanut(Betelnut/Supari),Other,Local,25-02-2026,42000,44000,43000
Uttar Pradesh,Mirzapur,Ahirora APMC,Tomato,Tomato,Medium,25-02-2026,400,500,500
Kerala,Kannur,Payyannur APMC,Coconut Seed,Coconut Seed,Local,25-02-2026,5800,6000,5900
Kerala,Kannur,Payyannur APMC,Copra,Other,Local,25-02-2026,17900,18100,18000
Kerala,Kannur,Payyannur APMC,Black pepper,Other,Local,25-02-2026,65000,67000,66000
Himachal Pradesh,Kangra,SMY Dharamshala,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,8000,8500,8250
Gujarat,Amreli,Bagasara APMC,Corriander seed,"A-1, Green",Local,25-02-2026,6000,10100,8050
